,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Dec,Side,CabinCrowdness
754,0,1,0,-0.3351027629323883,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,0,6,0,-0.5632102127537257
755,0,0,0,0.7010702540296021,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2636877224594808,0.41701569951310546,0,6,0,-0.5632102127537257
757,2,1,1,-0.1278681595399902,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,5,1,-0.5632102127537257
758,0,0,2,0.3556792483756053,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,0.5158537518099293,-0.2664216555173374,0,5,1,-0.5632102127537257
759,1,1,1,-0.05878995840919084,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,1,1,-0.5632102127537257
760,0,0,2,0.010288242721608514,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,0.3090575794626047,0,5,1,-0.5632102127537257
761,2,1,0,0.6319920528988027,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,5,1,-0.5632102127537257
763,2,1,2,-1.9239013889407734,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,5,1,-0.5632102127537257
764,1,0,1,0.49383565063720397,1,-0.3429035037300522,7.85561536570445,-0.13160920498968343,1.4860097503528285,-0.26552943964915143,1,2,0,-0.5632102127537257
765,0,0,2,0.14844464498320722,0,-0.055617306738898246,-0.27940459267927553,-0.2515734797505434,-0.2699815982609639,0.778363126128418,0,5,1,-0.5632102127537257
766,0,0,2,-1.9239013889407734,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,6,1,-0.5632102127537257
767,0,0,2,0.14844464498320722,0,-0.09329418503282008,-0.211858382276029,0.9286632822349759,-0.2699815982609639,-0.25749949683547785,0,0,1,-0.5632102127537257
768,2,0,2,-1.3021975787635791,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,5,1,1.107178919042794
770,2,0,2,0.9083048574220001,0,0.9695077568415582,-0.27940459267927553,-0.21805405003795017,0.0033524365463032946,-0.2664216555173374,0,5,1,1.107178919042794
771,2,0,2,-1.9929795900715728,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,5,1,1.107178919042794
772,2,0,0,0.8392266562912007,0,1.55506924032626,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,0.47679416268156455,0,5,1,1.107178919042794
773,2,1,2,-1.9929795900715728,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,5,1,1.107178919042794
774,2,0,2,-1.9929795900715728,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,5,1,1.107178919042794
775,2,1,2,2.082634276645589,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,5,0,-0.5632102127537257
776,0,0,2,-1.0949629753711811,0,-0.3397637638722254,-0.2787905362210642,-0.25510184077292164,-0.2699815982609639,-0.2664216555173374,0,0,1,-0.5632102127537257
777,1,0,1,-0.3351027629323883,0,-0.3429035037300522,-0.10501255854725723,-0.30802725610859516,3.878581680030914,0.12436889474811165,0,0,1,-0.5632102127537257
778,0,1,2,-0.6114155674555857,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,0,6,0,-0.5632102127537257
779,1,0,2,2.911572690215181,1,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,3,1,-0.5632102127537257
781,0,0,1,-0.9568065731095824,0,-0.3429035037300522,-0.24317526164480693,0.9515976288804344,-0.2699815982609639,-0.26374500791277955,1,5,1,-0.5632102127537257
782,0,0,2,-0.7495719697171844,0,0.8360688128839184,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,0,6,1,-0.5632102127537257
783,0,0,2,-0.680493768586385,0,-0.3429035037300522,0.06508108037728173,-0.290385450996704,-0.2699815982609639,-0.12277490073939835,1,5,1,-0.5632102127537257
784,0,1,1,-1.7166667855483753,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,6,1,-0.5632102127537257
786,2,0,2,1.5300086675991944,0,0.9365404883343766,-0.27940459267927553,0.2970866592292721,-0.2205297169635965,-0.2664216555173374,0,5,1,-0.5632102127537257
787,0,1,2,-1.0949629753711811,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,6,0,-0.5632102127537257
789,0,0,2,0.9083048574220001,0,0.8910142603958877,-0.27940459267927553,-0.26921528486243457,-0.21693321650560612,-0.2664216555173374,0,5,1,0.27198435314453423
790,0,0,2,0.8392266562912007,0,0.1657343532378925,-0.27817647976285287,-0.30802725610859516,-0.2636877224594808,-0.2432240429445025,1,5,1,0.27198435314453423
791,0,0,0,-0.5423373663247864,0,-0.3193554547963511,-0.27940459267927553,4.4464392215460755,-0.26818334803196875,-0.2664216555173374,1,5,0,-0.5632102127537257
792,0,0,2,0.14844464498320722,0,-0.32092532472526447,-0.2763343103882189,-0.30802725610859516,0.4448228677646197,-0.2664216555173374,1,5,0,-0.5632102127537257
794,0,0,2,0.14844464498320722,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,0.4834852476880161,-0.24233182707631656,0,5,0,-0.5632102127537257
795,0,0,1,-1.0258847742403818,0,-0.22202351920371965,-0.27940459267927553,-0.2921496315078931,0.11124745028601403,-0.11831382139846858,0,6,1,-0.5632102127537257
796,2,0,0,0.21752284611400657,1,0.43261224115317215,0.1510489845268682,-0.18277043981416782,-0.2699815982609639,-0.2664216555173374,0,5,1,-0.5632102127537257
797,1,0,2,0.21752284611400657,0,-0.3429035037300522,-0.16948848665944707,-0.30802725610859516,-0.2699815982609639,4.330274497376712,0,3,1,-0.5632102127537257
799,1,0,1,1.9444778743839903,0,3.8188216778193964,1.5357462977934218,-0.30802725610859516,-0.030814317804605106,0.8934589731244064,0,3,1,-0.5632102127537257
800,0,1,2,-1.0949629753711811,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,0,6,1,-0.5632102127537257
801,2,1,2,0.07936644385240786,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,5,0,0.27198435314453423
802,2,1,2,-1.0258847742403818,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,5,0,0.27198435314453423
803,1,0,2,-0.1278681595399902,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,3,1,0.27198435314453423
804,1,1,1,0.21752284611400657,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,3,1,0.27198435314453423
805,2,1,2,1.7372432709915924,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,0,1,-0.5632102127537257
806,0,0,1,-0.4041809640631876,0,-0.002241729155842322,-0.047291251475392024,-0.2745078263960019,-0.2690824731464663,-0.2557150650991059,0,5,0,-0.5632102127537257
808,0,1,2,0.21752284611400657,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,6,1,-0.5632102127537257
810,0,1,2,0.49383565063720397,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,0,6,1,1.107178919042794
811,0,0,2,-1.2331193776327798,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,0,6,1,1.107178919042794
812,0,1,2,-1.5785103832867766,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,0,6,1,1.107178919042794
814,1,1,1,-0.473259165193987,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,3,1,-0.5632102127537257
816,0,1,2,0.5629138517680033,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,6,1,-0.5632102127537257
817,0,0,2,1.8063214721223917,0,0.09666007636570248,-0.27940459267927553,0.4752688908593729,-0.2699815982609639,-0.2664216555173374,0,5,1,-0.5632102127537257
819,1,0,2,-0.6114155674555857,0,-0.3397637638722254,2.6398198096573964,-0.30802725610859516,-0.048796820094556895,-0.23876296360357274,1,4,1,-0.5632102127537257
820,0,0,2,-0.8877283719787831,0,-0.3429035037300522,-0.27940459267927553,-0.2515734797505434,2.00390581630344,-0.18433779564422936,0,5,0,-0.5632102127537257
821,0,0,2,-0.680493768586385,0,-0.3429035037300522,-0.17992744644903974,0.6446302199335281,-0.2699815982609639,-0.2664216555173374,0,5,1,-0.5632102127537257
823,0,0,2,0.42475744950640465,0,-0.3240650645830913,0.14245219411190957,-0.22687495259389576,-0.26818334803196875,-0.2664216555173374,0,5,1,-0.5632102127537257
824,1,1,1,0.28660104724480595,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,2,0,-0.5632102127537257
825,2,0,0,0.5629138517680033,1,0.25521693918595684,-0.27940459267927553,-0.30273471457502776,0.1319273279194586,-0.2664216555173374,0,1,1,-0.5632102127537257
827,1,0,2,0.8392266562912007,0,4.528402885688258,-0.27756242330464154,-0.30802725610859516,-0.24210871971153863,-0.2432240429445025,0,1,1,-0.5632102127537257
828,0,0,2,-1.0949629753711811,0,1.0307326840691813,-0.2763343103882189,-0.290385450996704,-0.2537973462000073,-0.2664216555173374,0,6,0,-0.5632102127537257
829,0,1,2,0.14844464498320722,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,0,6,1,0.27198435314453423
830,0,1,1,1.5990868687299937,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,6,1,0.27198435314453423
831,1,0,2,1.3227740642067962,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,0,2,0,-0.5632102127537257
834,0,1,1,0.21752284611400657,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,6,0,-0.5632102127537257
836,0,0,2,-0.19694636067078955,0,-0.3429035037300522,-0.27940459267927553,0.9551259899028126,-0.2699815982609639,-0.26552943964915143,1,5,0,-0.5632102127537257
837,0,1,2,1.046461259683599,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,0,6,0,-0.5632102127537257
838,2,0,2,0.21752284611400657,0,-0.269119617071122,-0.27940459267927553,4.194161408446032,-0.2699815982609639,-0.2664216555173374,1,5,1,-0.5632102127537257
839,0,0,2,-0.7495719697171844,0,-0.028929517947370285,-0.20326159186107035,-0.30802725610859516,0.10135707402654055,-0.2664216555173374,1,5,0,-0.5632102127537257
841,1,0,2,1.046461259683599,0,-0.3429035037300522,1.4350410386467634,-0.30802725610859516,-0.13691108131532068,0.6641594950006154,0,2,0,-0.5632102127537257
842,2,0,0,0.010288242721608514,0,-0.33662402401439856,-0.27940459267927553,0.4346927391020232,0.12113782654548752,-0.2494695540218042,0,1,0,-0.5632102127537257
843,0,0,1,-0.680493768586385,0,-0.3429035037300522,-0.0411506868932787,0.5193734036391008,-0.2699815982609639,-0.2664216555173374,1,5,1,-0.5632102127537257
844,1,0,1,0.8392266562912007,0,-0.3429035037300522,3.244051364537347,-0.2956779925302713,7.85631118656825,-0.2414396112081306,0,3,0,0.27198435314453423
845,1,0,2,-0.05878995840919084,0,-0.3429035037300522,0.7865974187755969,-0.30802725610859516,-0.13960845665881344,0.2992432049125592,0,3,0,0.27198435314453423
846,0,1,2,-0.680493768586385,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,6,1,-0.5632102127537257
847,2,0,2,0.21752284611400657,1,3.5692123591221643,-0.27940459267927553,-0.30802725610859516,-0.14770058268929173,-0.26285279204459355,0,5,0,-0.5632102127537257
849,1,0,2,0.14844464498320722,0,-0.3429035037300522,4.302070642035472,-0.30802725610859516,0.06179556898864661,0.13507548516634313,1,3,1,-0.5632102127537257
851,0,0,2,-0.6114155674555857,0,-0.0964339248906469,-0.27940459267927553,-0.30802725610859516,0.21914246402572476,-0.26374500791277955,0,6,1,-0.5632102127537257
852,0,0,2,-0.3351027629323883,0,-0.269119617071122,-0.27940459267927553,-0.290385450996704,-0.14500320734579897,0.9880338551521177,0,0,1,-0.5632102127537257
853,0,0,0,-0.19694636067078955,0,-0.31464584500961085,-0.2278238501895236,-0.14395846856800723,0.5266432531839004,-0.0085712696115959,0,5,0,-0.5632102127537257
854,0,1,0,1.046461259683599,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,0,6,1,-0.5632102127537257
855,1,1,1,0.28660104724480595,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,3,0,0.27198435314453423
856,1,0,1,0.14844464498320722,0,-0.3429035037300522,0.392987229062133,-0.30802725610859516,-0.11802945391087129,0.8274349988786456,0,3,0,0.27198435314453423
858,1,1,2,-0.473259165193987,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,3,1,-0.5632102127537257
859,0,0,2,0.28660104724480595,0,-0.32249519465417786,-0.27940459267927553,1.427926366901496,-0.2699815982609639,-0.2664216555173374,0,0,1,-0.5632102127537257
860,2,0,2,0.3556792483756053,0,0.25207719932813005,-0.27940459267927553,2.560530255084909,-0.2699815982609639,-0.2664216555173374,0,5,0,1.107178919042794
861,2,1,2,-1.2331193776327798,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,5,0,1.107178919042794
862,2,1,2,0.8392266562912007,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,5,0,1.107178919042794
863,1,0,1,0.07936644385240786,0,-0.3429035037300522,4.62813462134569,-0.30802725610859516,0.18587483478931396,-0.24411625881268847,1,3,1,0.27198435314453423
864,1,0,2,0.07936644385240786,0,-0.3429035037300522,0.18727831556133678,0.10479098350965828,2.212502842866881,-0.1941521701942749,0,3,1,0.27198435314453423
865,0,0,2,-0.2660245618015889,0,-0.3429035037300522,-0.27940459267927553,0.9251349212125977,-0.23131921833756755,-0.24679290641724635,0,6,1,-0.5632102127537257
866,0,1,0,0.14844464498320722,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,6,0,-0.5632102127537257
867,0,0,2,0.6319920528988027,0,0.6712324703480104,-0.27940459267927553,-0.30802725610859516,-0.14859970780378934,-0.03444552978898865,0,5,0,-0.5632102127537257
868,0,1,2,-0.9568065731095824,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,6,0,-0.5632102127537257
869,0,0,2,-0.680493768586385,0,-0.3429035037300522,-0.27940459267927553,-0.10514649732184667,-0.15669183383426763,0.17165633576196734,1,5,0,-0.5632102127537257
872,1,0,2,0.010288242721608514,0,-0.3429035037300522,0.41263703572489563,-0.30802725610859516,1.4086849905060357,0.6882493234416363,0,2,0,-0.5632102127537257
873,0,0,2,0.49383565063720397,0,-0.3429035037300522,-0.2726499716389509,-0.30802725610859516,-0.2537973462000073,0.5115905815408168,0,5,0,-0.5632102127537257
874,0,0,2,-0.3351027629323883,0,-0.06974613609911894,-0.27940459267927553,-0.30802725610859516,0.29646722387251745,-0.2664216555173374,0,5,1,-0.5632102127537257
875,0,0,2,0.07936644385240786,0,-0.3429035037300522,-0.27940459267927553,1.2285739691371258,-0.2699815982609639,-0.2664216555173374,1,0,1,-0.5632102127537257
876,0,0,2,-1.9929795900715728,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,6,1,-0.5632102127537257
878,0,0,2,0.6319920528988027,0,-0.25656065763981467,0.17561124285532148,-0.30802725610859516,-0.2699815982609639,-0.25482284923091997,1,6,0,-0.5632102127537257
879,0,0,2,-1.0949629753711811,0,-0.3429035037300522,-0.2751061974717962,-0.30802725610859516,0.7864904112737038,-0.2664216555173374,0,5,0,-0.5632102127537257
880,2,0,2,-0.7495719697171844,0,0.5895992340445131,-0.27940459267927553,0.6710929276013649,-0.2699815982609639,-0.2664216555173374,0,5,0,-0.5632102127537257
881,0,0,2,-0.8877283719787831,0,1.0558506029317958,-0.27940459267927553,1.158006748689561,-0.2699815982609639,-0.2664216555173374,0,6,0,0.27198435314453423
882,0,0,1,-1.440353981025178,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,0,6,0,0.27198435314453423
883,0,0,2,-0.680493768586385,0,-0.22987286884828673,-0.2763343103882189,-0.30802725610859516,0.037519190897211695,-0.09868507229837753,1,5,0,-0.5632102127537257
884,0,0,1,-0.19694636067078955,0,-0.3429035037300522,0.011658168512895847,-0.30802725610859516,-0.2699815982609639,-0.0870862660119601,0,6,0,-0.5632102127537257
885,0,1,1,-0.9568065731095824,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,6,0,-0.5632102127537257
886,0,1,0,0.6319920528988027,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,6,1,-0.5632102127537257
887,2,0,2,1.1155394608143983,0,1.033872423927008,-0.27940459267927553,2.131834390865954,-0.2699815982609639,-0.2664216555173374,0,5,1,-0.5632102127537257
888,0,0,0,1.3227740642067962,0,-0.3429035037300522,-0.09150331646660792,-0.30273471457502776,-0.2699815982609639,0.05388384116142107,0,5,0,-0.5632102127537257
889,0,1,1,-0.8186501708479837,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,0,6,1,-0.5632102127537257
890,0,0,2,-0.05878995840919084,0,-0.3429035037300522,0.10806503245207497,-0.30802725610859516,-0.26548597268847596,-0.2664216555173374,1,0,1,-0.5632102127537257
891,2,1,2,0.8392266562912007,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,5,0,-0.5632102127537257
892,0,0,2,-0.680493768586385,0,-0.338193893943312,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,0.4366444486131965,0,0,1,-0.5632102127537257
893,0,0,1,-1.0258847742403818,0,-0.3429035037300522,0.2640353728377533,-0.2939138120190822,-0.2699815982609639,-0.2664216555173374,1,6,0,-0.5632102127537257
894,1,1,2,-0.5423373663247864,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,3,0,0.27198435314453423
895,1,1,2,1.3227740642067962,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,3,0,0.27198435314453423
896,2,0,2,-0.680493768586385,0,0.6476844214143093,-0.27940459267927553,1.1632992902231285,0.0033524365463032946,-0.2664216555173374,0,5,1,-0.5632102127537257
897,0,0,2,0.010288242721608514,0,1.8188073883837126,-0.27940459267927553,-0.30802725610859516,-0.11982770413986646,-0.2664216555173374,0,5,1,-0.5632102127537257
898,0,0,2,-0.6114155674555857,0,0.9004334799693682,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,0,0,0,-0.5632102127537257
899,2,1,2,1.046461259683599,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,5,0,-0.5632102127537257
900,0,1,2,-0.680493768586385,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,6,0,-0.5632102127537257
902,0,0,2,-0.5423373663247864,0,-0.3429035037300522,-0.08659086480091727,0.26180304900548973,0.652520769213563,-0.26106836030822167,0,0,0,-0.5632102127537257
903,0,0,1,0.21752284611400657,0,-0.25185104785307444,-0.08474869542628327,0.48232561290412934,-0.2672842229174711,-0.2664216555173374,1,0,0,-0.5632102127537257
904,0,1,2,-0.6114155674555857,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,0,6,1,-0.5632102127537257
905,0,0,2,-0.3351027629323883,0,-0.3429035037300522,-0.25975478601651286,-0.2939138120190822,-0.2699815982609639,-0.2664216555173374,0,5,0,-0.5632102127537257
907,0,1,0,1.9444778743839903,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,6,0,0.27198435314453423
908,0,0,2,1.5300086675991944,0,-0.3429035037300522,-0.27940459267927553,-0.30097053406383867,-0.2699815982609639,-0.2664216555173374,0,6,0,0.27198435314453423
909,0,1,1,0.3556792483756053,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,6,1,-0.5632102127537257
910,0,0,2,1.1155394608143983,0,-0.3429035037300522,-0.2787905362210642,-0.2850929094631366,-0.2699815982609639,0.5124827974090028,0,6,1,2.7775680508393137
912,0,0,2,-0.4041809640631876,0,-0.3429035037300522,-0.27940459267927553,0.5564211943740722,-0.2699815982609639,0.0181952064339828,0,6,1,2.7775680508393137
913,0,1,2,0.07936644385240786,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,6,1,2.7775680508393137
914,0,0,1,-0.6114155674555857,0,-0.3429035037300522,-0.2726499716389509,-0.30802725610859516,-0.14770058268929173,0.7043092090689835,0,5,1,-0.5632102127537257
915,0,1,2,-0.473259165193987,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,6,1,2.7775680508393137
917,0,1,2,2.911572690215181,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,6,1,2.7775680508393137
918,0,0,1,-0.7495719697171844,0,-0.3334842841565718,-0.27940459267927553,-0.30802725610859516,-0.25919209688699285,0.36169831568557614,1,0,0,-0.5632102127537257
919,0,0,2,-0.8877283719787831,0,-0.338193893943312,-0.27940459267927553,-0.24628093821697605,-0.1351128310863255,0.1600575294755499,0,5,0,-0.5632102127537257
921,0,0,2,0.49383565063720397,0,-0.3413336338011388,0.20201567055840877,-0.30802725610859516,-0.2205297169635965,-0.13348149115762983,1,0,1,-0.5632102127537257
922,0,0,2,-1.5785103832867766,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,0,6,0,-0.5632102127537257
923,0,0,0,-0.19694636067078955,0,-0.3429035037300522,0.05279995121305509,-0.22687495259389576,-0.26638509780297354,-0.18076893217148554,0,5,1,-0.5632102127537257
925,1,0,2,1.3918522653375955,0,-0.2942375359337365,1.3951273688630268,-0.30802725610859516,-0.10454257719340744,-0.14597251331223324,1,1,1,2.7775680508393137
926,1,0,2,0.010288242721608514,0,0.2646361587594373,0.2990365909557992,-0.30802725610859516,8.655633413356606,0.9300398237200306,0,1,1,2.7775680508393137
927,1,0,1,1.1846176619451976,0,1.528381451534732,0.7865974187755969,-0.27803618741838015,-0.25109997085651453,-0.2664216555173374,1,1,1,2.7775680508393137
929,1,1,1,-0.8186501708479837,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,1,1,2.7775680508393137
930,1,0,1,0.5629138517680033,0,6.409107060526522,0.2063140657658881,-0.30802725610859516,1.3016891018808225,-0.18523001151241533,0,1,1,2.7775680508393137
931,0,0,1,-0.3351027629323883,0,0.05270371835612701,-0.27940459267927553,-0.30802725610859516,0.13372557814845376,-0.2664216555173374,0,5,1,-0.5632102127537257
932,0,1,2,1.253695863075997,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,0,6,1,-0.5632102127537257
933,0,0,2,-0.19694636067078955,0,0.6319857221251751,-0.2787905362210642,-0.13513756601206164,-0.26009122200149043,-0.14597251331223324,0,5,1,-0.5632102127537257
934,1,1,1,1.1846176619451976,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,2,0,-0.5632102127537257
935,2,0,2,-0.1278681595399902,0,0.054273588285040426,-0.27940459267927553,1.244451593737828,-0.25020084574201695,-0.2646372237809655,0,5,1,-0.5632102127537257
936,1,0,2,1.875399673253191,0,-0.3429035037300522,4.293473851620513,-0.30802725610859516,-0.04250294429307377,-0.23519410013082892,1,2,0,-0.5632102127537257
938,0,1,2,-0.9568065731095824,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,0,6,1,-0.5632102127537257
939,2,0,1,-1.7857449866791746,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,5,1,1.107178919042794
940,2,0,2,0.9083048574220001,0,1.305459921629028,-0.27940459267927553,0.9533618093916235,-0.2699815982609639,-0.26374500791277955,0,5,1,1.107178919042794
941,2,1,2,-1.9239013889407734,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,5,1,1.107178919042794
943,0,0,2,-0.6114155674555857,0,-0.3429035037300522,-0.27940459267927553,-0.30097053406383867,-0.2618894722304856,0.42326121059040717,0,6,1,-0.5632102127537257
944,0,0,2,-0.5423373663247864,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,0.4393210962177544,0,0,1,0.27198435314453423
945,0,1,2,-1.647588584417576,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,0,1,0.27198435314453423
947,1,1,1,0.7010702540296021,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,2,1,0.27198435314453423
948,1,1,2,2.1517124777763885,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,2,1,0.27198435314453423
950,0,1,2,2.01355607551479,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,0,6,0,-0.5632102127537257
951,0,1,2,-0.680493768586385,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,6,0,-0.5632102127537257
952,0,1,2,0.010288242721608514,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,0,6,1,-0.5632102127537257
953,2,1,2,-0.680493768586385,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,5,0,-0.5632102127537257
955,0,0,2,-0.6114155674555857,0,-0.3429035037300522,-0.27019374580610556,-0.09279723374352285,0.7415341555488243,-0.2664216555173374,0,5,1,-0.5632102127537257
